Project Name,Issue URL,issue number,Closed PR that mention,title
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/13,13,14,Accidental letter in schnetpack_matproj.py
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/52,52,168,Improve documentation
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/223,223,224,Training Energy + Forces
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/126,126,146,Restarting training in CUDA mode
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/188,188,189,requires_stress on older models
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/8,8,9,Using trained model as ASE calculator
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/480,480,481,BanGap Property and MultiGPU Error
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/80,80,83,LoggingHook for training data
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/96,96,101,Dataloader stuck with AseEnvironmentProvider
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/54,54,55,JCTC paper training example
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/435,435,439,"""""""[Questions] How to set atomref using my own data and how to use remove_atomrefs."""""""
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/5,5,6,Force training
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/356,356,357,Bug in ConcatAtomsData if it contains AtomsDataSubsets
atomistic-machine-learning/schnetpack,https://github.com/atomistic-machine-learning/schnetpack/issues/182,182,183,Memory requirements for material project dataset
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/180,180,189,[feature] add jit.trace support
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/129,129,317,[feature] python dependencies logging
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/85,85,87,some bugs in LRFinder
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/86,86,87 98,Some improvements of LRFinder
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/130,130,182,[feature] parse tensorboard logs without tensorflow
catalyst-team/catalyst,https://github.com/catalyst-team/catalyst/issues/209,209,213,[solved] Multi-GPUs with Apex FP16
nouhadziri/THRED,https://github.com/nouhadziri/THRED/issues/23,23,25,A dimension problem random300 embedding at models/base.py. 
sktime/sktime,https://github.com/sktime/sktime/issues/3961,3961,3964 3969,[BUG] EnsembleForecaster fails to fit with exogenous data on hierarchical data
sktime/sktime,https://github.com/sktime/sktime/issues/3473,3473,3475,[BUG] Calling predict_residuals() is writing in-sample index to self.fh which should not happen
sktime/sktime,https://github.com/sktime/sktime/issues/2891,2891,3135,[ENH] BaseGridSearch to have param error_score like in sklearn
sktime/sktime,https://github.com/sktime/sktime/issues/1614,1614,1670 2531,[ENH] should we have a `reset` method?
sktime/sktime,https://github.com/sktime/sktime/issues/2628,2628,2486,[BUG] `_RecursiveReducer` breaks when list of transformers not starting with `WindowSummarizer` is given
sktime/sktime,https://github.com/sktime/sktime/issues/2297,2297,2154 2299 2330,[BUG] readthedocs CI failure - module 'jinja2.utils' has no attribute 'escape'
sktime/sktime,https://github.com/sktime/sktime/issues/2444,2444,2609,[BUG] Prophet growth logistic
sktime/sktime,https://github.com/sktime/sktime/issues/3605,3605,3606,[BUG] `FourierFeatures` with `pd.DatetimeIndex`
sktime/sktime,https://github.com/sktime/sktime/issues/2385,2385,2418 2439,[BUG] disable very aggressive citation message from `dtw-python`
sktime/sktime,https://github.com/sktime/sktime/issues/2556,2556,2248 2557,"""""""[BUG] `BaseForecaster.update_predict` broken upon second call `detached_cutoff` does not reset component cutoffs"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/1290,1290,1232 3029 2379 3031,[BUG] sktime time series classification panel data have duplicate instance indices
sktime/sktime,https://github.com/sktime/sktime/issues/1678,1678,1764 1902 1944 2223,Estimator Test Parameters Refactor
sktime/sktime,https://github.com/sktime/sktime/issues/3192,3192,3232,[ENH] Adding MLP DL model for classification
sktime/sktime,https://github.com/sktime/sktime/issues/2717,2717,2718 2720,[ENH] multivariate series-to-primitive transformers should have return n_instances = input n_instances
sktime/sktime,https://github.com/sktime/sktime/issues/2202,2202,2314,Improved error messaging in transformers (and likely other places)
sktime/sktime,https://github.com/sktime/sktime/issues/1496,1496,2975,[ENH] implement get_fitted_params for tuning forecasters
sktime/sktime,https://github.com/sktime/sktime/issues/1746,1746,2100,[ENH] Probability Distributions in probabilistic forecasters
sktime/sktime,https://github.com/sktime/sktime/issues/2886,2886,2887,[ENH] Upgrade to Prophet 1.1
sktime/sktime,https://github.com/sktime/sktime/issues/2243,2243,2318 3542 3548,[ENH] ensure that pipelines and compositors work for hierarchical forecasters and transformers
sktime/sktime,https://github.com/sktime/sktime/issues/3022,3022,2991 3386 3425,[ENH] save/load functionality for models
sktime/sktime,https://github.com/sktime/sktime/issues/2799,2799,2855,[ENH] [Annotation Workstream] Implement HMM annotation estimator
sktime/sktime,https://github.com/sktime/sktime/issues/2849,2849,2850,[ENH] docstrings of `evaluate` does not give examples on how to use parameter `scoring`
sktime/sktime,https://github.com/sktime/sktime/issues/2275,2275,2281,"""""""[BUG] `ARIMA` `ThetaForecaster` `AutoETS`: `predict_interval` & `predict_coverage` give counterintuitive results"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/4067,4067,4075 4036,[BUG] Initializing any DL estimator with non-default values constructs these values only superficially
sktime/sktime,https://github.com/sktime/sktime/issues/3402,3402,3405,[BUG] make_reduction causes misleading Exception on NaN values: `ValueError: Input X contains NaN.`
sktime/sktime,https://github.com/sktime/sktime/issues/2751,2751,2747 2752,"""""""[BUG] after change of MAPE `symmetric` default to False grid search algorithms fail `test_score`"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/3286,3286,3354,[ENH] offset for `LogTransformer`
sktime/sktime,https://github.com/sktime/sktime/issues/1887,1887,1940,[ENH] weighted version of scipy based distance class
sktime/sktime,https://github.com/sktime/sktime/issues/2194,2194,2188 2279,"""""""[BUG] odd failure in `fh._coerce_to_period` that occurs only on windows in context of hierarchical forecast"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/1079,1079,1088 2609,[BUG] Prophet with logistic growth does not work
sktime/sktime,https://github.com/sktime/sktime/issues/2291,2291,2296,[BUG] `update` of forecasting pipelines does not transform model
sktime/sktime,https://github.com/sktime/sktime/issues/2442,2442,2450,[DOC] Broken links in Testing framework overview
sktime/sktime,https://github.com/sktime/sktime/issues/2507,2507,2707,[ENH] DummyClassifier
sktime/sktime,https://github.com/sktime/sktime/issues/3316,3316,3321 3326 3333 3451,[BUG] Errors when using the recursive strategy in make_reduction when forecasting panel data
sktime/sktime,https://github.com/sktime/sktime/issues/2696,2696,2382,[DOC] Improve Documentation on Imputer method parameter
sktime/sktime,https://github.com/sktime/sktime/issues/3300,3300,3301 3302,[BUG] pmdarima 2.0.0 incompatibility - return indices
sktime/sktime,https://github.com/sktime/sktime/issues/2511,2511,2512,[BUG] `ColumnEnsembleForecaster` adds extra level to probabilistic predictions output
sktime/sktime,https://github.com/sktime/sktime/issues/3009,3009,3129,"""""""[ENH] check override/defaulting of """"""""prediction intervals"""""""" adders"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/3789,3789,3708 3792,[BUG] FeatureUnion.get_params() causes infinite loop
sktime/sktime,https://github.com/sktime/sktime/issues/2730,2730,2731 2732,[BUG] ARIMA model sarimax_kwargs doesn't exist after fit 
sktime/sktime,https://github.com/sktime/sktime/issues/2233,2233,2234,[ENH] Probabilistic metric grid search integration
sktime/sktime,https://github.com/sktime/sktime/issues/3474,3474,3481,[ENH] Adding TapNet DL Model for Regression
sktime/sktime,https://github.com/sktime/sktime/issues/3073,3073,3074,[BUG] CI test logs are too verbose
sktime/sktime,https://github.com/sktime/sktime/issues/2377,2377,2333,[MNT] remove minute-long tests and docstring examples
sktime/sktime,https://github.com/sktime/sktime/issues/2361,2361,2362,[BUG] forecaster `update` errors out if `fh` is not passed in `fit`
sktime/sktime,https://github.com/sktime/sktime/issues/3419,3419,3460,[BUG] `ConformalIntervals` update does not update residuals_matrix
sktime/sktime,https://github.com/sktime/sktime/issues/2434,2434,2489,[BUG] vectorization of forecasters for hierarchical data eats away time-like hierarchy level
sktime/sktime,https://github.com/sktime/sktime/issues/1687,1687,1865 1874 1879 1910 2100,"""""""[ENH] Forecasters: prediction interval probabilistic forecasting interface refactor"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/2290,2290,2154,[ENH] `WindowSummarizer` inputs for `lag_config`
sktime/sktime,https://github.com/sktime/sktime/issues/1994,1994,1995 2468,[BUG] scipy 1.8.0 breaks BoxCoxtransformer due to reliance on private interface (needs fixing/removal)
sktime/sktime,https://github.com/sktime/sktime/issues/2204,2204,2420,[BUG] ARIMA handles missing data but tag states otherwise
sktime/sktime,https://github.com/sktime/sktime/issues/2746,2746,2648 3215,[DOC] Jupyter Notebooks to show cell outputs
sktime/sktime,https://github.com/sktime/sktime/issues/3907,3907,3915,[ENH] Loosen the restrictions on the numpy version requirement
sktime/sktime,https://github.com/sktime/sktime/issues/2615,2615,2486,[BUG] feature naming inconsistency in `WindowSummarizer`
sktime/sktime,https://github.com/sktime/sktime/issues/2905,2905,3503 3781 3807,[BUG] contributors.md not updating?
sktime/sktime,https://github.com/sktime/sktime/issues/2944,2944,2945 2874,[ENH] forecasting grid/random search estimators return wrong indices in `update_predict`
sktime/sktime,https://github.com/sktime/sktime/issues/3601,3601,3728,[BUG] Recursive forecasting and Window Summarizer don't work similarly to each other.
sktime/sktime,https://github.com/sktime/sktime/issues/2968,2968,2969 2970 2971,[BUG] sporadic failure - `RandomIntervalSegmenter` produces `DataFrame` with duplicate columns
sktime/sktime,https://github.com/sktime/sktime/issues/2179,2179,1810 2370,[ENH] Deprecating the `RowTransformer`s
sktime/sktime,https://github.com/sktime/sktime/issues/2315,2315,2440,[ENH] AutoETS: heavy random fluctuations in interval predictions - investigate random seed and correctness
sktime/sktime,https://github.com/sktime/sktime/issues/3791,3791,3786,[BUG] MultiRocketMultivariate does not enforce np.float64 datatype and order
sktime/sktime,https://github.com/sktime/sktime/issues/3816,3816,3817 3820,[BUG] testing deep learning base class fails due to optimizer type
sktime/sktime,https://github.com/sktime/sktime/issues/2374,2374,2369,"""""""[BUG] SignatureTransformer and SignatureClassifier was incorrect erroneously transpose numpy3D arrays"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/1364,1364,1376 2458,"""""""[ENH] forecasting: ensure compositors (pipeline tuning) work for multivariate forecasters"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/3748,3748,3750 3760,[BUG] `keras` and other soft dep imports should be properly isolated in tests
sktime/sktime,https://github.com/sktime/sktime/issues/3267,3267,3268 3270,[BUG] Updating a `TransformedTargetForecaster` with `Deseasonalizer` breaks
sktime/sktime,https://github.com/sktime/sktime/issues/2499,2499,2763,[ENH] Add VARMAX statespace model in sktime
sktime/sktime,https://github.com/sktime/sktime/issues/3119,3119,3121 3122,[BUG] clone is not working correctly on ExpandingWindowSplitter
sktime/sktime,https://github.com/sktime/sktime/issues/1719,1719,1663 2718,[ENH] design - what should the output be of series transformers applied to multivariate series?
sktime/sktime,https://github.com/sktime/sktime/issues/2898,2898,2887 2900,[MNT] Relax restriction on `cmdstanpy` version or completely remove it from `all_extras` dependencies
sktime/sktime,https://github.com/sktime/sktime/issues/3159,3159,3167,[BUG] ARIMA.fit with numpy arrays not working correctly
sktime/sktime,https://github.com/sktime/sktime/issues/2573,2573,2487 2835 3010,"""""""[ENH] design - init parameter check dynamic tags - conflicting interface requirements"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/2733,2733,2734 2736 2737 2732 2773,[BUG] fixing constructor non-compliance in various estimators
sktime/sktime,https://github.com/sktime/sktime/issues/3071,3071,3075,[BUG] `SlidingWindowSplitter` and  `ExpandingWindowSplitter` only returns a single item for test split
sktime/sktime,https://github.com/sktime/sktime/issues/3397,3397,3430,[ENH] Hierarchical agglomerative estimation: E-Agglo
sktime/sktime,https://github.com/sktime/sktime/issues/2247,2247,2248,[ENH] Bagging Forecaster
sktime/sktime,https://github.com/sktime/sktime/issues/3913,3913,3914,[BUG] Using `update` with `SlidingWindowSplitter` for `ConformalIntervals` gives a KeyError
sktime/sktime,https://github.com/sktime/sktime/issues/2894,2894,2902,[ENH] adding CNNRegressor along the lines of CNNClassifier
sktime/sktime,https://github.com/sktime/sktime/issues/3769,3769,3786,[ENH] Extend minirocket_multivariate to unequal / variable length time series
sktime/sktime,https://github.com/sktime/sktime/issues/2338,2338,2333 2339 2364,[ENH] @lru_cache in ForecastingHorizon is an error for `flake8-bugbear`
sktime/sktime,https://github.com/sktime/sktime/issues/3483,3483,3484,[BUG] msm alignment path
sktime/sktime,https://github.com/sktime/sktime/issues/3315,3315,3340,[DOC] Docstring lists wrong default for `SlidingWindowSplitter` parameter `start_with_window`
sktime/sktime,https://github.com/sktime/sktime/issues/2441,2441,2454,[ENH] UnobservedComponents model as probabilistic forecaster
sktime/sktime,https://github.com/sktime/sktime/issues/3084,3084,3085,[BUG] Imputer and log transformer do not work together (inverse transform not applied)
sktime/sktime,https://github.com/sktime/sktime/issues/3830,3830,3972,[BUG] `model_evaluation.evaluate` fails for `statsmodels` forecasters with exogenous features
sktime/sktime,https://github.com/sktime/sktime/issues/2626,2626,2609 2630,[BUG] remove unused `interval_width` param from `Prophet`
sktime/sktime,https://github.com/sktime/sktime/issues/3670,3670,3972,[BUG] `statsmodels` interfaces break for `X` containing more indices than forecasting horizon
sktime/sktime,https://github.com/sktime/sktime/issues/2935,2935,2991,[ENH] Changing and Adding features to CNN Classifier
sktime/sktime,https://github.com/sktime/sktime/issues/2889,2889,3383,[BUG] ConformalIntervals wrapped ARIMA/AutoARIMA breaks with default parameters
sktime/sktime,https://github.com/sktime/sktime/issues/2283,2283,2335,[DOC] typo in `testing_framework.rst`
sktime/sktime,https://github.com/sktime/sktime/issues/3538,3538,3425 3561,[BUG] `CNNRegressor` missing essential initializing parameters
sktime/sktime,https://github.com/sktime/sktime/issues/971,971,942 2991 3077,[ENH] Nested `get_fitted_params` and `summary` interface
sktime/sktime,https://github.com/sktime/sktime/issues/3345,3345,3346,[BUG] `Differencer` returns original data instead of inverting when all in-sample
sktime/sktime,https://github.com/sktime/sktime/issues/2387,2387,2410,[ENH] list tag values in `all_estimators` return table
sktime/sktime,https://github.com/sktime/sktime/issues/3191,3191,3233,[ENH] Adding FCN DL model for classification
sktime/sktime,https://github.com/sktime/sktime/issues/2313,2313,2318,"""""""[ENH] correct capability tags in classifier pipelines forecasting pipelines etc"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/2702,2702,2760,[BUG] `compute_sliding_residuals` in `NaiveVariance` has overlap between train and test
sktime/sktime,https://github.com/sktime/sktime/issues/3153,3153,3171,[ENH] Adding CNTC DL model for classification
sktime/sktime,https://github.com/sktime/sktime/issues/2650,2650,3374,[ENH] Fourier series components
sktime/sktime,https://github.com/sktime/sktime/issues/3082,3082,3075 3147,[ENH] Allow lists as `cutoff` argument in `CutoffSplitter`
sktime/sktime,https://github.com/sktime/sktime/issues/2386,2386,2418,"""""""[ENH] disable """"""""moved estimator"""""""" deprecation warnings in `all_estimators`"""""""
sktime/sktime,https://github.com/sktime/sktime/issues/2555,2555,2248 2558,[BUG] test framework retains state between different test runs
sktime/sktime,https://github.com/sktime/sktime/issues/2943,2943,2945 2874,[ENH] forecasting grid/random search estimators fail on `get_fitted_params`
sktime/sktime,https://github.com/sktime/sktime/issues/3169,3169,3231 3239 3250,[BUG] IndexError when selecting `return_X_y=False` and `return_type` is not referencing to a pandas dataframe.
sktime/sktime,https://github.com/sktime/sktime/issues/3372,3372,3386,[ENH] Adding TapNet DL Model for Classification
sktime/sktime,https://github.com/sktime/sktime/issues/2332,2332,2339 2390,[ENH] Replace deprecated `pandas.Int64Index` with `pandas.Index`
intel/dffml,https://github.com/intel/dffml/issues/292,292,299,operation: model_predict: Raise exception when model is not an instance
intel/dffml,https://github.com/intel/dffml/issues/601,601,627,df: base: Auto create definitions when they might have a spec
intel/dffml,https://github.com/intel/dffml/issues/744,744,745,model: transformers: qa: SummaryWriter logs in default directory
intel/dffml,https://github.com/intel/dffml/issues/343,343,344 334 346,model: tensorflow: Move to 2.0
intel/dffml,https://github.com/intel/dffml/issues/302,302,306,"""""""models: Predict should be a feature not a string"""""""
intel/dffml,https://github.com/intel/dffml/issues/908,908,918,model: pytorch: Change network layer name property to something else
intel/dffml,https://github.com/intel/dffml/issues/288,288,299,feature: Remove need for def: when defining features via CLI
intel/dffml,https://github.com/intel/dffml/issues/621,621,637,model: tensorflow: 2.2.0 Support
intel/dffml,https://github.com/intel/dffml/issues/477,477,483,df: memory: Change MemoryInputSet unvalidated removal
intel/dffml,https://github.com/intel/dffml/issues/358,358,357,ci: Final run of integration tests does not fail CI if tests fail
intel/dffml,https://github.com/intel/dffml/issues/732,732,779 792 808 827 829 832 888 941 993,accuracy: Create new plugin type of scoring models
intel/dffml,https://github.com/intel/dffml/issues/765,765,784,model: pytorch: New model for images
intel/dffml,https://github.com/intel/dffml/issues/289,289,354,feature: Remove evaluation code
intel/dffml,https://github.com/intel/dffml/issues/374,374,342 377,model: tensorflow: dnnr: Tests failing frequently
intel/dffml,https://github.com/intel/dffml/issues/231,231,238,model: Move features from init of ModelContext to Model
intel/dffml,https://github.com/intel/dffml/issues/303,303,354 641,feature: Replace Feature with DefFeature
intel/dffml,https://github.com/intel/dffml/issues/657,657,802,service: http: HTTPChannelConfig: Allow for immdiate responses
intel/dffml,https://github.com/intel/dffml/issues/207,207,253,source: csv: CSVSource is reporting int values for src_url instead of string
intel/dffml,https://github.com/intel/dffml/issues/339,339,334,docs: contributing: style: Specify formatting for imports
intel/dffml,https://github.com/intel/dffml/issues/47,47,38 71,model: Instantiation pattern should be consitant with data flow
intel/dffml,https://github.com/intel/dffml/issues/220,220,221,model: tensorflow_dnnc: error on training dnnc after changing hidden_layers 
intel/dffml,https://github.com/intel/dffml/issues/1147,1147,1148,model: pytorch: pretrained: Add Python API support for defining the last layers when using the pre-trained Models
intel/dffml,https://github.com/intel/dffml/issues/349,349,278 357,df: types: Definition validation
intel/dffml,https://github.com/intel/dffml/issues/563,563,1039,util: net: Add some progress logging on downloads
intel/dffml,https://github.com/intel/dffml/issues/308,308,315,source: file/csv/json: Usability enhancements
intel/dffml,https://github.com/intel/dffml/issues/810,810,814,"""""""docs: tutorial: dataflow: chatbot: Need to mention imports definitions and pip installs"""""""
intel/dffml,https://github.com/intel/dffml/issues/282,282,585,docs: source: New File source tutorial
intel/dffml,https://github.com/intel/dffml/issues/386,386,387,df: memory: Insure operation instance name gets set upon instantiation
intel/dffml,https://github.com/intel/dffml/issues/610,610,585 613,cli: list: Change to json dump
intel/dffml,https://github.com/intel/dffml/issues/597,597,642,df: base: op: Create output Definition if single value result
intel/dffml,https://github.com/intel/dffml/issues/368,368,387,df: Input forwarding to subflows
intel/dffml,https://github.com/intel/dffml/issues/1170,1170,1172,high_level:  Move code into a directory and splitting out into files. 
intel/dffml,https://github.com/intel/dffml/issues/431,431,387,ci: docs: Failures of doctests not failing CI
intel/dffml,https://github.com/intel/dffml/issues/173,173,176,ci: Need to check style of all submodules
intel/dffml,https://github.com/intel/dffml/issues/1078,1078,1076,util : Add a common execution function based on `asyncio.create_subprocess_exec`
intel/dffml,https://github.com/intel/dffml/issues/46,46,38 71,source: Instantiation pattern should be consitant with data flow
intel/dffml,https://github.com/intel/dffml/issues/86,86,278,df: types: Autoconvert Definitions with spec into their spec
intel/dffml,https://github.com/intel/dffml/issues/633,633,647,df: types: Support entrypoint style loading of operations
intel/dffml,https://github.com/intel/dffml/issues/326,326,521,"""""""configuration: Change """"""""arg"""""""" to """"""""plugin"""""""""""""""
intel/dffml,https://github.com/intel/dffml/issues/371,371,399,docs: usage: mnist: Finish tutorial
intel/dffml,https://github.com/intel/dffml/issues/701,701,820,model: xgboost: New model
intel/dffml,https://github.com/intel/dffml/issues/384,384,407,docs: model: scikit: Include examples of how to use from Python API
intel/dffml,https://github.com/intel/dffml/issues/812,812,813,cli:dataflow:run: Commands to run dataflow without sources
intel/dffml,https://github.com/intel/dffml/issues/49,49,71,df: types: Operation load() method needs implementing
intel/dffml,https://github.com/intel/dffml/issues/392,392,492,df: memory: Dispatch operations without inputs as soon as DataFlow begins
intel/dffml,https://github.com/intel/dffml/issues/393,393,400,docs: usage: integration: operations.py line slice is off
intel/dffml,https://github.com/intel/dffml/issues/794,794,839,model: pytorch: Allow users to define layers in neural network
intel/dffml,https://github.com/intel/dffml/issues/452,452,483,df: memory: Move operations_parameter_set_pairs to MemoryOrchestratorContext
intel/dffml,https://github.com/intel/dffml/issues/297,297,1023,util: crypto: Create secure_hash and insecure_hash functions
intel/dffml,https://github.com/intel/dffml/issues/106,106,333,repo: prediction: Should be feature specific
intel/dffml,https://github.com/intel/dffml/issues/254,254,268,docs: usage: integration: Make prediction using operation
intel/dffml,https://github.com/intel/dffml/issues/487,487,489,model: directory: Not calling directory.resolve() for pathlib directories
intel/dffml,https://github.com/intel/dffml/issues/995,995,998,model: pytorch: resnet: Tensors are of unequal size
intel/dffml,https://github.com/intel/dffml/issues/433,433,451 460,docs: model: tensorflow: Include examples of how to use from Python API
intel/dffml,https://github.com/intel/dffml/issues/1056,1056,1092,util : net : `cached_download` and derivatives should no longer be decorators  
intel/dffml,https://github.com/intel/dffml/issues/1040,1040,1076,ci: lint: commits: Add ci job to validate commit message format
intel/dffml,https://github.com/intel/dffml/issues/537,537,634,Tensorflow_hub / scratch: ubuntu: python api does not run successfully as scikit does
intel/dffml,https://github.com/intel/dffml/issues/1017,1017,1054,service: dev: docs: build: Convert scripts/docs.sh into dffml/service/dev.py CMD
intel/dffml,https://github.com/intel/dffml/issues/615,615,685,docs: model: vowpal: Missing example usage
intel/dffml,https://github.com/intel/dffml/issues/22,22,71,model: Impelment a way to pass model specific config options
intel/dffml,https://github.com/intel/dffml/issues/316,316,340,model: tensorlfow: dnnc: Make classification property predict
intel/dffml,https://github.com/intel/dffml/issues/382,382,454,df: types: Input validation option to use operations within DataFlow
intel/dffml,https://github.com/intel/dffml/issues/910,910,917,model: pytorch: Custom exception when loss function is misspelled
intel/dffml,https://github.com/intel/dffml/issues/402,402,456,source: db: Source using the database abstraction
intel/dffml,https://github.com/intel/dffml/issues/1088,1088,1101,util : log : Need a  decorator which logs the Runtime of the function it wraps. 
intel/dffml,https://github.com/intel/dffml/issues/394,394,518,df: memory: async iterator operations
intel/dffml,https://github.com/intel/dffml/issues/434,434,541, docs: model: scratch: Include example of how to use from Python API
intel/dffml,https://github.com/intel/dffml/issues/1051,1051,1070,util: asynctestcase: Consolidate test case classes
intel/dffml,https://github.com/intel/dffml/issues/224,224,921,df: memory: Cap number of executing contexts
intel/dffml,https://github.com/intel/dffml/issues/361,361,400,repo: Rename to record
intel/dffml,https://github.com/intel/dffml/issues/265,265,299,util: entrypoint: entry_point should be have no underscore
intel/dffml,https://github.com/intel/dffml/issues/320,320,609,model: Dynamiclly import libraries for model plugins when plugin is instantiated
intel/dffml,https://github.com/intel/dffml/issues/662,662,1128 1172,model: Rename directory property to location
intel/dffml,https://github.com/intel/dffml/issues/233,233,354,repo: Repo.src_url should be Repo.key
intel/dffml,https://github.com/intel/dffml/issues/1181,1181,1226,accuracy: Rename high level accuracy() to score()
intel/dffml,https://github.com/intel/dffml/issues/54,54,71,df: base: Base classes need to have context management within parent and context
intel/dffml,https://github.com/intel/dffml/issues/435,435,634, docs: model: tensorflow hub: Include examples of how to use from Python API
intel/dffml,https://github.com/intel/dffml/issues/680,680,760,model: predict method should take sources
intel/dffml,https://github.com/intel/dffml/issues/907,907,920,docs: tutorials: neuralnetwork: Needs some minor improvements and explanation
intel/dffml,https://github.com/intel/dffml/issues/291,291,299,operation: model_predict: Remove msg
intel/dffml,https://github.com/intel/dffml/issues/383,383,503,model: tensorflow: Refactor
intel/dffml,https://github.com/intel/dffml/issues/415,415,387,df: Support operation redefintion for run_dataflow
intel/dffml,https://github.com/intel/dffml/issues/655,655,679 893,model: Stop guessing directory for models
autonomio/talos,https://github.com/autonomio/talos/issues/549,549,550,Heatmap always have missing parts
autonomio/talos,https://github.com/autonomio/talos/issues/135,135,138,forced conversion of int parameters to floats bug
autonomio/talos,https://github.com/autonomio/talos/issues/421,421,581,[FEATURE REQUEST] add support for custom layers in `best_model()`
autonomio/talos,https://github.com/autonomio/talos/issues/534,534,546,talos for a model with custom layer
autonomio/talos,https://github.com/autonomio/talos/issues/580,580,581,Getting errors when handling custom object
autonomio/talos,https://github.com/autonomio/talos/issues/30,30,34,search_method='linear' throws runtime error
autonomio/talos,https://github.com/autonomio/talos/issues/65,65,70,How use Talos with custom model declaration f.ex. model=Model() and not model = Sequential()
autonomio/talos,https://github.com/autonomio/talos/issues/106,106,109,Talos for regression problem
autonomio/talos,https://github.com/autonomio/talos/issues/64,64,70,predict_classes in score_model.py results in AttributeError 
autonomio/talos,https://github.com/autonomio/talos/issues/223,223,240,Ability to filter valid premutations
autonomio/talos,https://github.com/autonomio/talos/issues/42,42,70,Documentation 
lihanghang/NLP-Knowledge-Graph,https://github.com/lihanghang/NLP-Knowledge-Graph/issues/1,1,5,Python 3 incompatibilities
voxelmorph/voxelmorph,https://github.com/voxelmorph/voxelmorph/issues/211,211,212,Bug in pytorch NCC loss class implementation - master branch
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/343,343,344,Docs are currently broken
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/61,61,74,Add backend dispatchers for operations in  funsor.ops
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/16,16,17,Redesign Funsor interface to support multivariate funsors
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/322,322,320 352 356 417,Support nontrivially shaped bint domains
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/158,158,168 172,Should we drop Python 2 support?
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/57,57,100 102 104 107 108,Fix funsor.minipyro and add tests
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/573,573,553 589,Increase test precision to float64?
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/359,359,360,examples/slds.py is broken
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/83,83,84 118,Make it easy to write pyro programs that mix PyTorch and Funsor
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/362,362,363 364 368,Move math from pyro.ops into funsor
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/159,159,170 320,Generate Distribution and RandomVariable wrapper classes programmatically
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/211,211,218 276,FR: syntactic sugar and API tweaks
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/207,207,250 296 303 318 368,Support multiple backends
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/381,381,382,Support diagonal renaming in funsor.Tensor
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/10,10,23 46,Add plated einsum example
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/332,332,333,Parametrize test suite by backend
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/51,51,49 65,Implement a Delta distribution and generalized Delta funsor
pyro-ppl/funsor,https://github.com/pyro-ppl/funsor/issues/164,164,197,Update adjoint to be compatible with alpha-conversion
