Project Name,Issue URL,issue number,pr that mention,title
sktime/sktime,https://github.com/sktime/sktime/issues/2978,2978,2979 ,[ENH] Relax numpy dependency to allow numpy 1.22
sktime/sktime,https://github.com/sktime/sktime/issues/662,662,725 876 972 1265 1266 ,Binder build fails
sktime/sktime,https://github.com/sktime/sktime/issues/1342,1342,1343 ,"[BUG] test_examples checks are failing, binder is also failing"
sktime/sktime,https://github.com/sktime/sktime/issues/1712,1712,1769 1910 ,[BUG] FBProphet causes an issue if exogenous X already contains a column named ds
sktime/sktime,https://github.com/sktime/sktime/issues/2702,2702,2760 ,[BUG] `compute_sliding_residuals` in `NaiveVariance` has overlap between train and test
sktime/sktime,https://github.com/sktime/sktime/issues/3057,3057,3055 3058 ,[BUG] failing codecov step in CI - certificate expired
sktime/sktime,https://github.com/sktime/sktime/issues/3954,3954,3974 ,[BUG] sporadic CI errors with `ResNet` based estimators
sktime/sktime,https://github.com/sktime/sktime/issues/1986,1986,2069 ,[ENH] MAPE/sMAPE `symmetric` flag default should be switched
sktime/sktime,https://github.com/sktime/sktime/issues/1085,1085,3355 ,[ENH] signature kernels
sktime/sktime,https://github.com/sktime/sktime/issues/1482,1482,1620 ,[MNT] reduce redundancy in package dependency configurations
sktime/sktime,https://github.com/sktime/sktime/issues/321,321,329 ,[BUG] ShapeletTransformClassifier doesn't work with y as pd.Series
sktime/sktime,https://github.com/sktime/sktime/issues/1181,1181,1205 ,[BUG] Mismatch between stub files and autosummary toctrees
sktime/sktime,https://github.com/sktime/sktime/issues/1928,1928,1907 2520 ,[ENH] refactor `all` submodules to use `all_estimators` instead of manual update
sktime/sktime,https://github.com/sktime/sktime/issues/2312,2312,2513 ,[BUG]  ColumnEnsembleClassifier throws `ValueError: The data has unequal length series` when using an estimator that supports unequal lengths
sktime/sktime,https://github.com/sktime/sktime/issues/3153,3153,3171 3978 ,[ENH] Adding CNTC DL model for classification
sktime/sktime,https://github.com/sktime/sktime/issues/272,272,276 ,Signature-based prediction model
sktime/sktime,https://github.com/sktime/sktime/issues/2650,2650,3374 ,[ENH] Fourier series components
sktime/sktime,https://github.com/sktime/sktime/issues/419,419,439 ,[DOC]add new software in Wiki
sktime/sktime,https://github.com/sktime/sktime/issues/1569,1569,1571 ,[DOC] Transformers missing from API Reference
sktime/sktime,https://github.com/sktime/sktime/issues/1990,1990,1992 1963 2047 ,[BUG] NaiveForecaster fails when sp>1 and fh is combination of in-sample and out-sample
sktime/sktime,https://github.com/sktime/sktime/issues/2129,2129,2131 ,"[DOC] fix odd formatting on ""developer guide"" page"
sktime/sktime,https://github.com/sktime/sktime/issues/1142,1142,1226 ,conda metapackages for installing sktime with soft dependencies
sktime/sktime,https://github.com/sktime/sktime/issues/874,874,844 ,Add class to run a collection of transformers for data processing
sktime/sktime,https://github.com/sktime/sktime/issues/931,931,942 ,"Exposing AIC, BIC and HQIC from sktime models via get_fitted_params"
sktime/sktime,https://github.com/sktime/sktime/issues/3190,3190,3128 3755 ,[ENH] Class Design for BaseDeepNetwork
sktime/sktime,https://github.com/sktime/sktime/issues/3743,3743,3744 ,[BUG] invalid keras import in tests (for some versions)
sktime/sktime,https://github.com/sktime/sktime/issues/2739,2739,2788 2789 2790 2791 2793 ,[BUG] Detrender in TransformedTargetForecaster does not work
sktime/sktime,https://github.com/sktime/sktime/issues/3082,3082,3075 3147 ,[ENH] Allow lists as `cutoff` argument in `CutoffSplitter`
sktime/sktime,https://github.com/sktime/sktime/issues/2386,2386,2418 ,"[ENH] disable ""moved estimator"" deprecation warnings in `all_estimators`"
sktime/sktime,https://github.com/sktime/sktime/issues/97,97,198 ,Design/implement forecast interval predictions
sktime/sktime,https://github.com/sktime/sktime/issues/1683,1683,1819 ,[ENH] Global/panel/hierarchical forecasting base class design & first implementation
sktime/sktime,https://github.com/sktime/sktime/issues/2806,2806,3007 ,"[BUG] ""Must supply freq for datetime value"" in forecasting pipeline"
sktime/sktime,https://github.com/sktime/sktime/issues/2555,2555,2248 2558 ,[BUG] test framework retains state between different test runs
sktime/sktime,https://github.com/sktime/sktime/issues/2943,2943,2945 2874 ,[ENH] forecasting grid/random search estimators fail on `get_fitted_params`
sktime/sktime,https://github.com/sktime/sktime/issues/2685,2685,2686 ,[ENH] `make_mock_estimator` should allow passing constructor args for the mocked class
sktime/sktime,https://github.com/sktime/sktime/issues/81,81,231 ,Add tsfresh transformer 
sktime/sktime,https://github.com/sktime/sktime/issues/1857,1857,1858 ,[DOC] Formulae in `distances` module seem incorrect
sktime/sktime,https://github.com/sktime/sktime/issues/3539,3539,3425 ,[BUG] Unable to save `TapNet` estimators because of `Lambda` layers
sktime/sktime,https://github.com/sktime/sktime/issues/3169,3169,3231 3239 3250 ,[BUG] IndexError when selecting `return_X_y=False` and `return_type` is not referencing to a pandas dataframe.
sktime/sktime,https://github.com/sktime/sktime/issues/1441,1441,1442 ,[BUG] forecasting in sample and out of sample with prediction intervals in ARIMA/AutoARIMA
sktime/sktime,https://github.com/sktime/sktime/issues/1011,1011,1222 2611 ,[ENH] Implement Kálmán filter - transformer (with update functionality)
sktime/sktime,https://github.com/sktime/sktime/issues/1912,1912,1913 ,[ENH] Scaled Logit Transformer
sktime/sktime,https://github.com/sktime/sktime/issues/248,248,249 ,[BUG] MrSEQLClassifier missing module on windows install
sktime/sktime,https://github.com/sktime/sktime/issues/1787,1787,1814 1921 ,StatsModels and Numpy to have a >= version instead of == version
sktime/sktime,https://github.com/sktime/sktime/issues/3237,3237,3223 ,[ENH] move fixture generation in `test_date` into test functions or fixtures
sktime/sktime,https://github.com/sktime/sktime/issues/2133,2133,2135 ,ROCKET transformer RAM consumption
sktime/sktime,https://github.com/sktime/sktime/issues/3372,3372,3386 ,[ENH] Adding TapNet DL Model for Classification
sktime/sktime,https://github.com/sktime/sktime/issues/403,403,440 659 ,Implement multi-output reduction strategy for ReducedRegressionForecaster
sktime/sktime,https://github.com/sktime/sktime/issues/1123,1123,1129 ,[ENH] Classification results collator
sktime/sktime,https://github.com/sktime/sktime/issues/907,907,917 1124 ,[BUG] Seasonal periodicity seems to work incorrectly (at least for naive forecasts with mean strategy)
sktime/sktime,https://github.com/sktime/sktime/issues/1877,1877,1879 ,"[ENH] Design: default behaviour between `predict_interval`, `predict_quantiles`, and `predict_proba`"
sktime/sktime,https://github.com/sktime/sktime/issues/141,141,488 492 ,Benchmarking design & implementation 
sktime/sktime,https://github.com/sktime/sktime/issues/2467,2467,3232 ,[BUG] sporadic error in `datasets._single_problem_loaders.load_UCR_UEA_dataset`
sktime/sktime,https://github.com/sktime/sktime/issues/1027,1027,1072 ,test_estimator or a variant should work with object (not classes)
sktime/sktime,https://github.com/sktime/sktime/issues/1162,1162,1190 1220 ,Add weights hyperparemeter to EnsembleForecaster API
sktime/sktime,https://github.com/sktime/sktime/issues/3221,3221,3225 ,[BUG] make_forecasting_scorer attribute error
sktime/sktime,https://github.com/sktime/sktime/issues/229,229,246 ,Folder structure
sktime/sktime,https://github.com/sktime/sktime/issues/696,696,735 ,SettingWithCopyWarning in Prophet with exogenous data
sktime/sktime,https://github.com/sktime/sktime/issues/2826,2826,2851 ,[ENH] addition of window based change point detection algorithm 
sktime/sktime,https://github.com/sktime/sktime/issues/946,946,949 ,"[BUG] ModuleNotFoundError, no module named 'sktime.classification.kernel_based' "
sktime/sktime,https://github.com/sktime/sktime/issues/1565,1565,1572 ,"[DOC] Add toggle button to code examples to remove "">>>"", ""..."" and output "
sktime/sktime,https://github.com/sktime/sktime/issues/1267,1267,1358 ,"forecasting: rename misleading `univariate_only` tag to `uses_exogeneous`, correct instances"
sktime/sktime,https://github.com/sktime/sktime/issues/2332,2332,2339 2390 2058 2082 ,[ENH] Replace deprecated `pandas.Int64Index` with `pandas.Index`
sktime/sktime,https://github.com/sktime/sktime/issues/2559,2559,2560 ,[ENH] resolve duplication of package/version specs between `pyproject.toml` and `test-windows` workflow
sktime/sktime,https://github.com/sktime/sktime/issues/1725,1725,1724 ,"[BUG] BoxCoxTransformer does not ignore y, possible also other SeriesToSeriesTransformers affected?"
sktime/sktime,https://github.com/sktime/sktime/issues/1230,1230,1205 ,[DOC] autosummary warning: stub file not found 
sktime/sktime,https://github.com/sktime/sktime/issues/3827,3827,3935 3991 ,"[ENH] investigating & improving runtime performance of data type checks (input, output)"
sktime/sktime,https://github.com/sktime/sktime/issues/74,74,75 76 ,[BUG] load_from_ucr_tsv_to_dataframe yields pd.Series whose indices start at 1
sktime/sktime,https://github.com/sktime/sktime/issues/356,356,415 ,Interface to DICOM data
sktime/sktime,https://github.com/sktime/sktime/issues/993,993,1021 1026 ,Refactor classifiers for fit/_fit model
sktime/sktime,https://github.com/sktime/sktime/issues/2774,2774,1998 ,[BUG] `KNeighborsTimeSeriesClassifier` fails with any algorithm except `brute`
sktime/sktime,https://github.com/sktime/sktime/issues/2631,2631,2632 2633 ,[BUG] sktime breaks with new scikit-learn 1.1.X due to private import
sktime/sktime,https://github.com/sktime/sktime/issues/881,881,885 ,[DOC] UEA-UCR download function is not easy to find
sktime/sktime,https://github.com/sktime/sktime/issues/3020,3020,3072 ,[ENH] Adding GPU / multi-GPU functionality to CNNClassifier
salesforce/decaNLP,https://github.com/salesforce/decaNLP/issues/36,36,37 ,UnboundLocalError: local variable 'wikisql_ids' referenced before assignment
salesforce/decaNLP,https://github.com/salesforce/decaNLP/issues/27,27,28 ,Exception while processing wikisql dataset 
intel/dffml,https://github.com/intel/dffml/issues/816,816,828 ,ci: 0.3.7: TensorFlow 2.3.0 doesn't work with numpy 1.19.1
intel/dffml,https://github.com/intel/dffml/issues/1198,1198,1199 ,operation: archive: Directory structure not preserved while creating a zip/tar archive of a directory
intel/dffml,https://github.com/intel/dffml/issues/292,292,299 ,operation: model_predict: Raise exception when model is not an instance
intel/dffml,https://github.com/intel/dffml/issues/504,504,506 ,docs: Update README for shouldi
intel/dffml,https://github.com/intel/dffml/issues/380,380,372 ,source: Add configuration parameter to Sources to end at index or begin at index
intel/dffml,https://github.com/intel/dffml/issues/1136,1136,1076 1226 1258 ,service : dev : Enhance commit message linting 
intel/dffml,https://github.com/intel/dffml/issues/1264,1264,1292 ,ci: master: Multiple tests failing 
intel/dffml,https://github.com/intel/dffml/issues/601,601,627 ,df: base: Auto create definitions when they might have a spec
intel/dffml,https://github.com/intel/dffml/issues/744,744,745 ,model: transformers: qa: SummaryWriter logs in default directory
intel/dffml,https://github.com/intel/dffml/issues/178,178,243 ,skel: model: Remove IMPORT_NAME replace_package_name replacement from new projects
intel/dffml,https://github.com/intel/dffml/issues/343,343,344 334 346 ,model: tensorflow: Move to 2.0
intel/dffml,https://github.com/intel/dffml/issues/139,139,143 150 ,skel: Capitalize version
intel/dffml,https://github.com/intel/dffml/issues/302,302,306 ,"models: Predict should be a feature, not a string"
intel/dffml,https://github.com/intel/dffml/issues/908,908,918 ,model: pytorch: Change network layer name property to something else
intel/dffml,https://github.com/intel/dffml/issues/288,288,299 ,feature: Remove need for def: when defining features via CLI
intel/dffml,https://github.com/intel/dffml/issues/764,764,771 ,cli: dataflow: create: Change -seed to -inputs
intel/dffml,https://github.com/intel/dffml/issues/621,621,637 ,model: tensorflow: 2.2.0 Support
intel/dffml,https://github.com/intel/dffml/issues/733,733,1124 1146 1173 ,accuracy: scikit: Wrap sklearn.metrics accuracy methods within Accuracy plugins
intel/dffml,https://github.com/intel/dffml/issues/699,699,715 ,model: scikit: Scikit models don't support arrays as features
intel/dffml,https://github.com/intel/dffml/issues/174,174,175 ,examples: shouldi: Add pip dev mode hack to setup.py
intel/dffml,https://github.com/intel/dffml/issues/524,524,526 ,operation: io: Examples not being run
intel/dffml,https://github.com/intel/dffml/issues/748,748,759 ,model: transformers: Update for transformers 3.0.0 compatibility
intel/dffml,https://github.com/intel/dffml/issues/1403,1403,1401 ,alice: please: contribute: Race condition to view issue title for pull request body after issue creation
intel/dffml,https://github.com/intel/dffml/issues/573,573,589 ,tests: high level: save and load tests
intel/dffml,https://github.com/intel/dffml/issues/565,565,626 ,docs: conf: Replace add_javascript with add_js_file
intel/dffml,https://github.com/intel/dffml/issues/477,477,483 ,df: memory: Change MemoryInputSet unvalidated removal
intel/dffml,https://github.com/intel/dffml/issues/532,532,570 ,service: deploy: Create deploy service
intel/dffml,https://github.com/intel/dffml/issues/162,162,163 ,skel: source: setup.py entry_point should be dffml.source
intel/dffml,https://github.com/intel/dffml/issues/1290,1290,1302 ,docs: installation: windows: Install git
intel/dffml,https://github.com/intel/dffml/issues/925,925,1048 1059 1062 ,source: pandas: Take pandas DataFrame
intel/dffml,https://github.com/intel/dffml/issues/499,499,505 ,model: scratch: Remove slr
intel/dffml,https://github.com/intel/dffml/issues/358,358,357 ,ci: Final run of integration tests does not fail CI if tests fail
intel/dffml,https://github.com/intel/dffml/issues/564,564,566 ,feature: add a load function in high level
intel/dffml,https://github.com/intel/dffml/issues/964,964,965 ,plugins: Remove reading in requirements.txt and adding to INSTALL_REQUIRES in setup*.py
intel/dffml,https://github.com/intel/dffml/issues/572,572,578 ,operations: binsec: Move binsec branch to operations/binsec
intel/dffml,https://github.com/intel/dffml/issues/732,732,779 792 808 827 829 832 888 941 986 993 1031 ,accuracy: Create new plugin type of scoring models
intel/dffml,https://github.com/intel/dffml/issues/677,677,678 674 ,df:base:op: create_definition throws error if self is passed
intel/dffml,https://github.com/intel/dffml/issues/335,335,708 ,util: cli: cmd: Add ability to output in different formats and different amounts of data
intel/dffml,https://github.com/intel/dffml/issues/765,765,784 ,model: pytorch: New model for images
intel/dffml,https://github.com/intel/dffml/issues/289,289,354 ,feature: Remove evaluation code
intel/dffml,https://github.com/intel/dffml/issues/636,636,644 ,cli: edit: Edit with dataflow
intel/dffml,https://github.com/intel/dffml/issues/909,909,1022 ,model: pytorch: out_channels as in_channels
intel/dffml,https://github.com/intel/dffml/issues/374,374,342 377 ,model: tensorflow: dnnr: Tests failing frequently
intel/dffml,https://github.com/intel/dffml/issues/231,231,238 ,model: Move features from init of ModelContext to Model
intel/dffml,https://github.com/intel/dffml/issues/661,661,686 696 ,cli: dataflow: create: Modify InputFlow of operations
intel/dffml,https://github.com/intel/dffml/issues/118,118,150 ,service: create: Source
intel/dffml,https://github.com/intel/dffml/issues/1068,1068,1090 ,Implementation of k-fold technique
intel/dffml,https://github.com/intel/dffml/issues/1336,1336,1337 ,docs: broken links in README.md and CONTRIBUTING.md
intel/dffml,https://github.com/intel/dffml/issues/303,303,354 641 ,feature: Replace Feature with DefFeature
intel/dffml,https://github.com/intel/dffml/issues/60,60,67 68 ,community: Create chat
intel/dffml,https://github.com/intel/dffml/issues/987,987,1208 ,util: testing: consoletest: Add ability to parse input as if it was code-block's conent
intel/dffml,https://github.com/intel/dffml/issues/657,657,802 ,service: http: HTTPChannelConfig: Allow for immdiate responses
intel/dffml,https://github.com/intel/dffml/issues/207,207,253 ,source: csv: CSVSource is reporting int values for src_url instead of string
intel/dffml,https://github.com/intel/dffml/issues/712,712,714 ,service: dev: export: Why is configloader not instantiated?
intel/dffml,https://github.com/intel/dffml/issues/250,250,251 ,docs: model: Replace -features with -model-features
intel/dffml,https://github.com/intel/dffml/issues/417,417,426 ,docs: record: Fix underlines
intel/dffml,https://github.com/intel/dffml/issues/1160,1160,1161 ,operation: compression: Opeations need an output
intel/dffml,https://github.com/intel/dffml/issues/339,339,334 ,docs: contributing: style: Specify formatting for imports
intel/dffml,https://github.com/intel/dffml/issues/786,786,791 ,operation: output: get_single: Alternate input format of dict
intel/dffml,https://github.com/intel/dffml/issues/790,790,772 ,df: Orchestrator: Distribuited orchestrator using Nats as message queue  
intel/dffml,https://github.com/intel/dffml/issues/1121,1121,1126 ,service: dev: pindeps: Remove command
intel/dffml,https://github.com/intel/dffml/issues/401,401,403 ,df: memory: Remove set_items from NotificationSetContext
intel/dffml,https://github.com/intel/dffml/issues/682,682,683 ,docs: df: Add DataFlow Tutorial
intel/dffml,https://github.com/intel/dffml/issues/47,47,38 71 ,model: Instantiation pattern should be consitant with data flow
intel/dffml,https://github.com/intel/dffml/issues/959,959,982 ,model: H2O_AutoML: Add H2O AutoML model plugin
intel/dffml,https://github.com/intel/dffml/issues/631,631,694 ,operations: deploy: Support secret for webhook
intel/dffml,https://github.com/intel/dffml/issues/261,261,262 ,model: scikit: Classification models produce int64 types causes JSONEncoder to fail
intel/dffml,https://github.com/intel/dffml/issues/109,109,141 ,CONTRIBUTING: Add link to community.html
intel/dffml,https://github.com/intel/dffml/issues/559,559,614 ,model: transformers: ner: Switch markdown formatting to rst formatting
intel/dffml,https://github.com/intel/dffml/issues/1350,1350,1339 ,df: base: op: Support single output without auto-defined I/O
intel/dffml,https://github.com/intel/dffml/issues/220,220,221 ,model: tensorflow_dnnc: error on training dnnc after changing hidden_layers 
intel/dffml,https://github.com/intel/dffml/issues/1002,1002,1005 ,record: Force key to be string on init
intel/dffml,https://github.com/intel/dffml/issues/1147,1147,1148 ,model: pytorch: pretrained: Add Python API support for defining the last layers when using the pre-trained Models
intel/dffml,https://github.com/intel/dffml/issues/522,522,587 ,base: Make it so classes with default configs can be instantiated easily
intel/dffml,https://github.com/intel/dffml/issues/430,430,440 446 ,model: scikit: Missing space between label and for
intel/dffml,https://github.com/intel/dffml/issues/125,125,115 ,exceptions: Need to add ModelNotTrained and ModelNotAssessedForAccuracy
intel/dffml,https://github.com/intel/dffml/issues/349,349,278 357 ,df: types: Definition validation
intel/dffml,https://github.com/intel/dffml/issues/563,563,1039 ,util: net: Add some progress logging on downloads
intel/dffml,https://github.com/intel/dffml/issues/1014,1014,1028 ,docs: rubric page link not working
intel/dffml,https://github.com/intel/dffml/issues/922,922,928 ,model: xgboost: implement the support of XGBClassifier
intel/dffml,https://github.com/intel/dffml/issues/867,867,1001 ,util: net: cached_download_unpack_archive: Remove directory on failure to extract
intel/dffml,https://github.com/intel/dffml/issues/534,534,570 ,service: deploy: Create webhook receiver
intel/dffml,https://github.com/intel/dffml/issues/308,308,315 ,source: file/csv/json: Usability enhancements
intel/dffml,https://github.com/intel/dffml/issues/810,810,814 ,"docs: tutorial: dataflow: chatbot: Need to mention imports, definitions, and pip installs"
intel/dffml,https://github.com/intel/dffml/issues/406,406,411 ,docs: configure: example request to configure a model
intel/dffml,https://github.com/intel/dffml/issues/328,328,372 405 ,model: vowpal wabbit
intel/dffml,https://github.com/intel/dffml/issues/282,282,585 ,docs: source: New File source tutorial
intel/dffml,https://github.com/intel/dffml/issues/1167,1167,1254 ,util: net: download: Only logging on first download
intel/dffml,https://github.com/intel/dffml/issues/386,386,387 ,df: memory: Insure operation instance name gets set upon instantiation
intel/dffml,https://github.com/intel/dffml/issues/806,806,784 ,docs: contributing: How to make a new entrypoint loadable object
intel/dffml,https://github.com/intel/dffml/issues/1327,1327,1339 1358 ,operations: datetime: Add operation to output current date
intel/dffml,https://github.com/intel/dffml/issues/892,892,898 ,plugins: models: Track support for Windows and add to CI
intel/dffml,https://github.com/intel/dffml/issues/938,938,937 ,tests: service: dev: pin deps: Fails when new plugin is added
intel/dffml,https://github.com/intel/dffml/issues/579,579,570 ,skel: operations: Dockerfile run command incorrect
intel/dffml,https://github.com/intel/dffml/issues/539,539,568 ,operations: io: Fixup example
intel/dffml,https://github.com/intel/dffml/issues/610,610,585 613 ,cli: list: Change to json dump
intel/dffml,https://github.com/intel/dffml/issues/978,978,980 985 1029 ,df: base: op: Add keyword argument to toggle interpretation of None
intel/dffml,https://github.com/intel/dffml/issues/1222,1222,1263 ,high level: train: Accept list as well as dict
intel/dffml,https://github.com/intel/dffml/issues/1058,1058,1060 ,util: net: cached_download(): Make logging only happen at most on 1% change
intel/dffml,https://github.com/intel/dffml/issues/597,597,642 ,df: base: op: Create output Definition if single value result
intel/dffml,https://github.com/intel/dffml/issues/651,651,980 ,model: scikit: Data type of feature used for predict not respected
intel/dffml,https://github.com/intel/dffml/issues/201,201,203 ,docs: source: Add MySQL plugin to scripts/care for sources
intel/dffml,https://github.com/intel/dffml/issues/485,485,491 ,util: cli: FastChildWatcher is not compatible with windows machine.
intel/dffml,https://github.com/intel/dffml/issues/692,692,788 ,docs: model: daal4py: Missing example usage
intel/dffml,https://github.com/intel/dffml/issues/368,368,387 ,df: Input forwarding to subflows
intel/dffml,https://github.com/intel/dffml/issues/1170,1170,1172 ,high_level:  Move code into a directory and splitting out into files. 
intel/dffml,https://github.com/intel/dffml/issues/1035,1035,1036 1037 ,Documentation Spelling Error
intel/dffml,https://github.com/intel/dffml/issues/1279,1279,1207 ,docs: dataflows: Improve docs
intel/dffml,https://github.com/intel/dffml/issues/866,866,888 ,accuracy: spacy: Wrap spacy.scorer evaluation methods within Accuracy plugins
intel/dffml,https://github.com/intel/dffml/issues/1107,1107,1154 ,Minor_correction
intel/dffml,https://github.com/intel/dffml/issues/132,132,150 ,skel: service: dffml.service should be dffml.service.cli
intel/dffml,https://github.com/intel/dffml/issues/562,562,582 ,docs: plugins: Edit on GitHub button not working for plugins
intel/dffml,https://github.com/intel/dffml/issues/431,431,387 ,ci: docs: Failures of doctests not failing CI
intel/dffml,https://github.com/intel/dffml/issues/574,574,586 ,tests: noasync: Missing tests
intel/dffml,https://github.com/intel/dffml/issues/173,173,176 ,ci: Need to check style of all submodules
intel/dffml,https://github.com/intel/dffml/issues/734,734,742 743 ,shouldi: python: pypi: Definition needs updating for directory input
intel/dffml,https://github.com/intel/dffml/issues/671,671,824 ,docs: source: df: Needs docstring and example usage
intel/dffml,https://github.com/intel/dffml/issues/50,50,70 ,ci: run.sh is always exiting cleanly
intel/dffml,https://github.com/intel/dffml/issues/1078,1078,1076 ,util : Add a common execution function based on `asyncio.create_subprocess_exec`
intel/dffml,https://github.com/intel/dffml/issues/763,763,774 ,model: transformers: Update for 3.0.1 compatibility
intel/dffml,https://github.com/intel/dffml/issues/325,325,569 ,util: cli: Unify configuration
intel/dffml,https://github.com/intel/dffml/issues/149,149,150 ,skel: Install requres is broken
intel/dffml,https://github.com/intel/dffml/issues/667,667,715 ,model: Get rid of applicable features
intel/dffml,https://github.com/intel/dffml/issues/46,46,38 31 71 ,source: Instantiation pattern should be consitant with data flow
intel/dffml,https://github.com/intel/dffml/issues/536,536,567 ,docs: operations: model_predict example usage
intel/dffml,https://github.com/intel/dffml/issues/166,166,168 ,"docs: CONTRIBUTING and HACKING are almost the same thing, combine them"
intel/dffml,https://github.com/intel/dffml/issues/189,189,594 ,df: base: op should extrapolate inputs based off typing information
intel/dffml,https://github.com/intel/dffml/issues/1016,1016,1025 ,docs: Add Sphinx-copybutton
intel/dffml,https://github.com/intel/dffml/issues/648,648,932 ,util: packaging: is_develop should check if package name with _ or - has .egg-link
intel/dffml,https://github.com/intel/dffml/issues/561,561,617 ,sources: file: Should take a pathlib.Path as filename
intel/dffml,https://github.com/intel/dffml/issues/86,86,278 ,df: types: Autoconvert Definitions with spec into their spec
intel/dffml,https://github.com/intel/dffml/issues/577,577,580 ,db: sqlite: remove_query query_values referenced before assigned if no conditions
intel/dffml,https://github.com/intel/dffml/issues/1112,1112,1238 ,high level: Make sure context can be kept open
intel/dffml,https://github.com/intel/dffml/issues/1145,1145,1128 ,operation : archive & compression : Add support for I/O though streams
intel/dffml,https://github.com/intel/dffml/issues/170,170,182 ,service: http: HTTP API
intel/dffml,https://github.com/intel/dffml/issues/672,672,686 ,docs: usage: MNIST: Normalize images arrays
intel/dffml,https://github.com/intel/dffml/issues/1305,1305,1306 ,README : Conditionally render dark/light mode logos depending on user's GitHub theme
intel/dffml,https://github.com/intel/dffml/issues/633,633,647 ,df: types: Support entrypoint style loading of operations
intel/dffml,https://github.com/intel/dffml/issues/326,326,521 ,"configuration: Change ""arg"" to ""plugin"""
intel/dffml,https://github.com/intel/dffml/issues/1190,1190,1214 ,ci: linting: Use autoflake to remove unused imports
intel/dffml,https://github.com/intel/dffml/issues/664,664,674 ,shouldi: Use op auto definition creation
intel/dffml,https://github.com/intel/dffml/issues/371,371,399 ,docs: usage: mnist: Finish tutorial
intel/dffml,https://github.com/intel/dffml/issues/408,408,450 ,model: Simplified API
intel/dffml,https://github.com/intel/dffml/issues/45,45,42 ,scripts: skel: Update setup for markdown README
intel/dffml,https://github.com/intel/dffml/issues/490,490,456 ,ci: Run CI tests locally
intel/dffml,https://github.com/intel/dffml/issues/756,756,771 ,cli: dataflow: Add ability to specify instance name
intel/dffml,https://github.com/intel/dffml/issues/994,994,1000 1309 ,model: pytorch: base: Update calls to numpy array creation
intel/dffml,https://github.com/intel/dffml/issues/701,701,820 ,model: xgboost: New model
intel/dffml,https://github.com/intel/dffml/issues/24,24,25 ,dffml: feature: Move to data flow architecture
intel/dffml,https://github.com/intel/dffml/issues/890,890,900 ,plugins: Move install_requires into requirements.txt
intel/dffml,https://github.com/intel/dffml/issues/255,255,300 ,config: Directory ConfigLoader
intel/dffml,https://github.com/intel/dffml/issues/1260,1260,1265 ,model: `Model` Base Class: Add a property to return the location correctly 
intel/dffml,https://github.com/intel/dffml/issues/804,804,815 ,usage: webhook: Update to use immediate reponse
intel/dffml,https://github.com/intel/dffml/issues/384,384,407 ,docs: model: scikit: Include examples of how to use from Python API
intel/dffml,https://github.com/intel/dffml/issues/500,500,496 505 ,model: Use skel model to have slr be a part of main dffml package
intel/dffml,https://github.com/intel/dffml/issues/783,783,807 ,skel: Replace usage of pkg_resources with importlib.resources
intel/dffml,https://github.com/intel/dffml/issues/146,146,144 150 ,service: create: Fix not renaming things in dotfiles
intel/dffml,https://github.com/intel/dffml/issues/957,957,1026 ,model: darts: Add dart model plugin for time series data
intel/dffml,https://github.com/intel/dffml/issues/812,812,813 ,cli:dataflow:run: Commands to run dataflow without sources
intel/dffml,https://github.com/intel/dffml/issues/49,49,71 ,df: types: Operation load() method needs implementing
intel/dffml,https://github.com/intel/dffml/issues/392,392,492 ,df: memory: Dispatch operations without inputs as soon as DataFlow begins
intel/dffml,https://github.com/intel/dffml/issues/393,393,400 ,docs: usage: integration: operations.py line slice is off
intel/dffml,https://github.com/intel/dffml/issues/48,48,97 102 ,source: csv: Enable setting repo src_url
intel/dffml,https://github.com/intel/dffml/issues/794,794,839 ,model: pytorch: Allow users to define layers in neural network
intel/dffml,https://github.com/intel/dffml/issues/452,452,483 ,df: memory: Move operations_parameter_set_pairs to MemoryOrchestratorContext
intel/dffml,https://github.com/intel/dffml/issues/147,147,148 ,df: memory: run_operations strict not set to True
intel/dffml,https://github.com/intel/dffml/issues/297,297,290 1023 ,util: crypto: Create secure_hash and insecure_hash functions
intel/dffml,https://github.com/intel/dffml/issues/501,501,511 ,ci: configloader png is not being run in the CI
intel/dffml,https://github.com/intel/dffml/issues/413,413,432 439 ,model: scikit: tests: Ensure use of randomly generated data
intel/dffml,https://github.com/intel/dffml/issues/106,106,333 ,repo: prediction: Should be feature specific
intel/dffml,https://github.com/intel/dffml/issues/254,254,268 274 ,docs: usage: integration: Make prediction using operation
intel/dffml,https://github.com/intel/dffml/issues/487,487,489 ,model: directory: Not calling directory.resolve() for pathlib directories
intel/dffml,https://github.com/intel/dffml/issues/716,716,717 ,source: csv: loadfiles flag overwrites every row with configloaded data
intel/dffml,https://github.com/intel/dffml/issues/983,983,1211 ,source: excel: New source for xlxs files
intel/dffml,https://github.com/intel/dffml/issues/995,995,998 ,model: pytorch: resnet: Tensors are of unequal size
intel/dffml,https://github.com/intel/dffml/issues/429,429,441 446 ,model: scikit: Change help and default for predict config of unsupervised models
intel/dffml,https://github.com/intel/dffml/issues/612,612,708 ,record: Improve string representation
intel/dffml,https://github.com/intel/dffml/issues/868,868,1020 ,record: Separate confidence from prediction
intel/dffml,https://github.com/intel/dffml/issues/887,887,889 ,dffml: plugins: Autosklearn should not be added for Windows OS
